model,model_from_report,target_type,probe,start_time,end_time,duration_seconds,duration_minutes,duration_hours,run_uuid,source_file
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Dan_10_0,2026-05-18T01:33:53.621131,2026-05-18T01:35:02.276283,68.655152,1.1442525333333333,0.019070875555555557,fa9eafb8-0879-40a9-bad7-ea153e4d5828,qwen3_5_q8_uncensored_dan.Dan_10_0.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Dan_11_0,2026-05-18T01:35:02.695551,2026-05-18T01:36:44.841188,102.145637,1.7024272833333332,0.028373788055555554,957bfe9f-c721-4c3f-bddc-73ae50cc3c6e,qwen3_5_q8_uncensored_dan.Dan_11_0.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Dan_6_0,2026-05-18T01:36:45.227440,2026-05-18T01:37:37.865845,52.638405,0.87730675,0.014621779166666666,b6ed62fe-0585-4de3-aec6-5dcf3df14129,qwen3_5_q8_uncensored_dan.Dan_6_0.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Dan_6_2,2026-05-18T01:37:38.293491,2026-05-18T01:38:15.354913,37.061422,0.6176903666666667,0.010294839444444445,65af9872-5aa9-4382-84c2-ec50a78e4940,qwen3_5_q8_uncensored_dan.Dan_6_2.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Dan_7_0,2026-05-18T01:38:15.774321,2026-05-18T01:38:40.188151,24.41383,0.4068971666666667,0.006781619444444445,5a7e81c7-5b7d-49a1-91a6-3daa89fca66f,qwen3_5_q8_uncensored_dan.Dan_7_0.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Dan_8_0,2026-05-18T01:38:40.606194,2026-05-18T01:39:52.585626,71.979432,1.1996572,0.019994286666666666,1cc2f985-af42-47fe-a10c-b37440b5a1f0,qwen3_5_q8_uncensored_dan.Dan_8_0.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Dan_9_0,2026-05-18T01:39:53.010912,2026-05-18T01:40:52.278279,59.267367,0.98778945,0.0164631575,5a015ee1-f3cb-4850-9177-801d1374409b,qwen3_5_q8_uncensored_dan.Dan_9_0.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.DAN_Jailbreak,2026-05-18T01:32:31.093871,2026-05-18T01:33:22.225730,51.131859,0.85219765,0.014203294166666667,c2c72429-1932-4d46-adee-8d674d85357d,qwen3_5_q8_uncensored_dan.DAN_Jailbreak.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.DUDE,2026-05-18T01:33:22.609807,2026-05-18T01:33:53.211601,30.601794,0.5100299,0.008500498333333334,f409de67-6bce-4717-85d5-198c0d7448e7,qwen3_5_q8_uncensored_dan.DUDE.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.STAN,2026-05-18T01:40:52.665337,2026-05-18T01:41:06.551921,13.886584,0.23144306666666664,0.003857384444444444,6995caa0-9949-48dc-af79-6db4b0e233e9,qwen3_5_q8_uncensored_dan.STAN.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,exploitation,2026-06-02T19:15:44.479535,2026-06-02T19:29:50.228791,845.749256,14.095820933333332,0.23493034888888886,82d9624d-5ed4-4e39-933d-f4007620e9a4,qwen3_5_q8_uncensored_exploitation.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,goodside,2026-04-06T02:35:27.847521,2026-04-06T03:01:41.194575,1573.347054,26.222450900000002,0.43704084833333334,c9111eb1-3dca-4c65-b667-1c538590f816,qwen3_5_q8_uncensored_goodside.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,grandma,2026-04-06T03:01:41.618930,2026-04-06T03:28:17.092603,1595.473673,26.59122788333333,0.4431871313888889,744c11a2-3081-446f-8767-eddb10fa57b1,qwen3_5_q8_uncensored_grandma.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,lmrc,2026-04-06T03:28:17.534537,2026-04-06T03:38:59.000382,641.465845,10.691097416666667,0.17818495694444442,77a666b0-0d50-4867-b240-6d1223f7750e,qwen3_5_q8_uncensored_lmrc.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,malwaregen.Evasion,2026-05-18T01:41:06.969455,2026-05-18T03:17:20.772551,5773.803096,96.2300516,1.6038341933333333,ddfd8fd7-5fc8-49ee-934d-ab13860daf48,qwen3_5_q8_uncensored_malwaregen.Evasion.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,malwaregen.Payload,2026-05-18T03:17:21.398866,2026-05-18T07:43:18.325083,15956.926217,265.9487702833333,4.432479504722222,05e82d81-551d-4c26-ae59-e84c7a0b88b3,qwen3_5_q8_uncensored_malwaregen.Payload.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,malwaregen.SubFunctions,2026-05-18T07:43:19.907203,2026-05-18T09:45:11.360522,7311.453319,121.85755531666668,2.0309592552777778,c8e34b84-b7c9-4b74-b37e-67264e1289a4,qwen3_5_q8_uncensored_malwaregen.SubFunctions.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,malwaregen.TopLevel,2026-05-18T09:45:12.102066,2026-05-18T10:12:55.325144,1663.223078,27.72038463333333,0.4620064105555555,708cb987-0ee6-487d-bb8f-19e6025814c7,qwen3_5_q8_uncensored_malwaregen.TopLevel.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,misleading,2026-04-06T09:20:23.516708,2026-04-06T10:30:13.641549,4190.124841,69.83541401666666,1.1639235669444443,9579c06e-90a4-4237-845e-a8d6bb093d29,qwen3_5_q8_uncensored_misleading.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,realtoxicityprompts,2026-04-06T10:30:14.756943,2026-04-06T10:31:48.106559,93.349616,1.5558269333333332,0.025930448888888888,e440b589-6a49-41d9-9df1-aa638d4d8d0f,qwen3_5_q8_uncensored_realtoxicityprompts.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,tap,2026-06-02T19:29:50.710210,2026-06-02T19:44:09.188071,858.477861,14.307964349999999,0.2384660725,a2fb3b30-149a-4bc7-94ba-55ff0385772f,qwen3_5_q8_uncensored_tap.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,topic,2026-06-02T19:44:09.671358,2026-06-02T20:36:20.061663,3130.390305,52.17317175,0.8695528625,f4c68c98-705a-4975-a78c-a85fb5e971e0,qwen3_5_q8_uncensored_topic.report.jsonl
